id,price
0,4339.766
1,1075.472
2,16776.107
3,6704.9077
4,1495.9501
5,2027.2739
6,2140.9329
7,1669.2888
8,3186.077
9,15743.282
10,3868.528
11,538.31665
12,663.46643
13,3872.8997
14,786.6206
15,4147.7812
16,1455.1124
17,3706.3655
18,555.84955
19,3354.451
20,682.0148
21,8933.066
22,588.8849
23,11868.942
24,4190.363
25,7176.382
26,5028.1196
27,581.0873
28,2271.0188
29,16426.785
30,639.1787
31,4645.5645
32,9396.3125
33,6031.62
34,1532.7543
35,1564.5082
36,576.2322
37,2069.6306
38,16774.701
39,349.69086
40,725.0159
41,5762.9263
42,2113.9377
43,4651.244
44,1788.4374
45,1232.9504
46,5197.746
47,5483.424
48,3366.3113
49,1215.0824
50,496.70374
51,648.45984
52,557.5746
53,2713.249
54,4983.5713
55,726.78955
56,4204.2944
57,2052.2576
58,2286.052
59,888.95166
60,6168.7017
61,7940.3066
62,1292.1163
63,4082.8818
64,3757.5925
65,6554.6924
66,2595.7554
67,3463.2874
68,796.9272
69,699.0686
70,5319.2397
71,4657.0215
72,568.90454
73,5048.7393
74,2845.9846
75,16593.473
76,16153.818
77,12824.555
78,852.28796
79,11563.585
80,3589.9407
81,6554.546
82,6729.586
83,14213.463
84,6611.168
85,12828.049
86,1392.874
87,8587.905
88,1035.5768
89,1563.8687
90,13566.961
91,5143.419
92,1495.234
93,593.7092
94,2787.3206
95,1049.7998
96,1202.8453
97,3425.851
98,1107.3497
99,9010.471
100,748.01917
101,1621.1245
102,3225.384
103,934.5637
104,6423.922
105,741.6533
106,10262.8125
107,950.802
108,550.63403
109,4236.58
110,3162.5354
111,6473.9688
112,1298.8055
113,295.0481
114,4685.4824
115,2044.0092
116,16701.133
117,1370.1313
118,1032.5618
119,800.18805
120,561.01514
121,13800.564
122,443.78284
123,3029.809
124,13887.084
125,902.4727
126,1210.5345
127,2330.2695
128,2217.1836
129,4319.1035
130,1624.7098
131,1753.3071
132,677.167
133,517.0762
134,576.1533
135,2682.1897
136,414.73187
137,1861.9818
138,5021.7617
139,3146.3076
140,518.76996
141,8263.327
142,1257.0629
143,15886.368
144,4252.802
145,683.47925
146,1501.2081
147,17112.35
148,12402.834
149,6030.9766
150,4072.0964
151,9322.449
152,566.96277
153,2299.0156
154,4182.944
155,4356.9375
156,7049.9775
157,13687.854
158,1794.3561
159,12962.704
160,2582.576
161,3648.1143
162,347.0893
163,4175.7837
164,2415.5771
165,825.0072
166,682.77576
167,4067.0054
168,2893.0557
169,16074.19
170,9839.429
171,10667.199
172,1864.6908
173,12615.552
174,527.10535
175,753.24976
176,880.0639
177,651.4479
178,1262.1161
179,4821.732
180,1063.8928
181,1884.8861
182,2623.7195
183,588.51385
184,3172.5715
185,488.94675
186,4819.7764
187,5637.1055
188,7638.301
189,14756.807
190,7956.499
191,3023.216
192,2408.0842
193,691.0109
194,3531.741
195,6921.2373
196,3294.4778
197,5738.486
198,1146.3607
199,10530.801
200,754.81213
201,1052.9113
202,740.00635
203,6162.1406
204,5114.1074
205,6216.4053
206,1194.8177
207,2476.2493
208,8032.008
209,3849.3755
210,502.3877
211,4731.777
212,2432.971
213,1398.9098
214,1242.4674
215,11546.736
216,1200.7205
217,4983.5713
218,6278.903
219,472.79468
220,2141.5322
221,2594.4055
222,5579.596
223,1229.287
224,661.93787
225,531.10876
226,2449.8196
227,5856.0005
228,732.07153
229,478.24524
230,3892.811
231,3685.486
232,7032.666
233,754.5973
234,851.8248
235,2115.8484
236,475.1177
237,2484.8865
238,5305.552
239,2071.943
240,326.27274
241,2595.3547
242,15995.071
243,630.8951
244,416.40167
245,1111.6117
246,2068.9294
247,816.20483
248,11069.615
249,582.4608
250,1135.5258
251,1323.078
252,1256.9747
253,692.57654
254,622.20306
255,577.1939
256,13030.561
257,756.0245
258,565.9222
259,12615.552
260,481.52264
261,8057.9507
262,7238.4824
263,5496.543
264,1665.9862
265,9226.435
266,2397.631
267,2518.9429
268,486.99777
269,1424.249
270,965.37537
271,4689.884
272,3424.2053
273,868.56274
274,8885.127
275,416.12555
276,1214.2323
277,3632.3438
278,487.45703
279,2022.5767
280,1082.5552
281,11496.11
282,1868.5731
283,7126.885
284,383.56445
285,7234.171
286,9949.395
287,2332.236
288,685.09595
289,1297.3021
290,760.98303
291,5459.0205
292,1272.6676
293,13440.855
294,466.17865
295,11034.157
296,2550.7456
297,1420.598
298,957.6903
299,1676.3224
300,10696.113
301,1513.4813
302,2709.5793
303,3564.6
304,6021.487
305,1965.474
306,708.6637
307,527.7984
308,997.1389
309,8217.406
310,1511.2262
311,4356.5923
312,14559.521
313,1202.5162
314,6187.546
315,5201.1284
316,987.8183
317,7664.8926
318,6248.993
319,2913.0686
320,1706.34
321,4243.5396
322,951.9465
323,617.6446
324,661.78455
325,3856.216
326,772.6084
327,803.95966
328,2705.3157
329,3334.3577
330,15180.627
331,2749.9583
332,2067.698
333,619.3894
334,7617.006
335,3754.726
336,5256.4424
337,456.2211
338,682.6941
339,10767.172
340,678.2831
341,283.60217
342,667.707
343,1621.5785
344,881.05994
345,3322.6675
346,1889.6742
347,3892.5513
348,6720.0874
349,2125.7776
350,571.0886
351,1828.1044
352,5867.703
353,1566.4688
354,660.09106
355,14097.41
356,7276.6807
357,825.03687
358,665.89386
359,15817.241
360,2634.0786
361,7033.829
362,2407.6985
363,3007.8008
364,15079.771
365,534.6794
366,5599.203
367,1732.6173
368,3342.5637
369,10146.512
370,8830.006
371,2494.9128
372,701.6205
373,2040.4366
374,10370.133
375,8695.879
376,2773.4707
377,1792.1193
378,3887.8333
379,5946.6353
380,1163.4952
381,2624.6204
382,984.0647
383,1167.8717
384,9056.715
385,2140.3757
386,3064.533
387,14405.256
388,807.2588
389,645.22595
390,1576.6221
391,3330.6648
392,1202.7711
393,754.3705
394,13777.24
395,8333.406
396,667.125
397,5290.3687
398,2737.826
399,1309.7958
400,3108.0918
401,1026.9905
402,11836.627
403,4813.207
404,4746.97
405,653.7009
406,964.2543
407,4393.097
408,9562.662
409,2067.968
410,13521.172
411,5784.8784
412,2030.9314
413,637.07635
414,4385.175
415,772.7053
416,4647.493
417,3643.8665
418,1513.5773
419,6420.7515
420,3420.6897
421,1875.7953
422,5483.424
423,2320.93
424,14659.227
425,2225.0146
426,5954.214
427,3500.37
428,1048.0267
429,2558.5486
430,5442.165
431,1143.1525
432,2351.0994
433,6681.26
434,8799.903
435,13737.562
436,683.51624
437,1102.8065
438,979.43567
439,5098.947
440,523.1548
441,1345.6444
442,15455.041
443,1045.9808
444,846.2541
445,621.172
446,3080.4426
447,2670.2441
448,941.9423
449,740.1676
450,12622.687
451,5400.7188
452,8480.546
453,5455.4805
454,564.46826
455,641.2561
456,15431.025
457,441.73978
458,586.19415
459,694.5888
460,3210.5579
461,15946.414
462,2695.8997
463,6285.982
