id,price
0,4438.893932178427
1,1027.4194796897684
2,17347.587827008647
3,6926.247359791155
4,1496.481903710119
5,2182.709542009944
6,1986.983176456293
7,1787.116641700037
8,3500.128780469431
9,16147.333609529018
10,3622.951621699952
11,665.9270652441187
12,674.6440535219245
13,3842.5106218642704
14,898.6810348103111
15,4574.4517924658785
16,1623.0381889984815
17,4142.677465625783
18,585.5543553907734
19,3760.4246576458722
20,758.0080434678232
21,8960.87781001155
22,757.2832742793506
23,11504.744798267993
24,4071.3689411175933
25,7261.4253811438375
26,5488.555491243508
27,587.4813605896057
28,2233.844189287503
29,17272.910987185645
30,723.3728013086902
31,4751.754784033339
32,9167.071323731685
33,6168.26609416371
34,1604.379644129299
35,1599.4228262220154
36,641.6452653495725
37,2370.442875399412
38,16571.129868571534
39,412.3161532581905
40,990.0536084326241
41,5871.697002301639
42,2361.2655164876023
43,5096.8049963075155
44,2020.943305750966
45,1298.6992329341776
46,5430.8457568659705
47,5528.427841962136
48,3701.216201349911
49,1299.5145440996068
50,595.9066586652394
51,716.4511475538906
52,623.3544753940048
53,2905.0727797641102
54,4776.734702375825
55,798.1981548442743
56,4150.1078292646425
57,2034.0539066159147
58,2150.9434850357284
59,985.074614141934
60,6230.221995258987
61,8116.407391723532
62,1379.8642736071006
63,4287.712922224536
64,3922.2708808725292
65,6675.021138158399
66,2738.136894963766
67,3665.4350917893794
68,793.2075188953042
69,735.0736620553845
70,5070.5640652047105
71,4536.995619097195
72,806.7943210023441
73,5065.452286052442
74,2730.8112021736297
75,17259.006978075027
76,16136.499068874173
77,12560.038033716071
78,840.6055003187013
79,11250.536706099756
80,3747.3780741358974
81,6611.158755029736
82,6638.963123955398
83,13444.489304558809
84,6633.95032228251
85,13003.371656362651
86,1810.7736402261435
87,9245.603626973736
88,1080.7022873583833
89,1699.5834570528555
90,13862.321969173592
91,5094.151703920589
92,1699.2333051392277
93,751.6013165931648
94,2672.108356176055
95,1058.6423442268147
96,1019.5956324396158
97,3222.240629102418
98,1050.5327850176743
99,9406.437381741136
100,776.7908027125129
101,1786.8741772261665
102,3291.1810618273425
103,892.427646288918
104,6387.546416941313
105,874.5498612512594
106,9542.298340711865
107,988.060875601377
108,639.7300734120063
109,4187.896073867802
110,3102.448848010213
111,6620.842894896601
112,1363.5236255626073
113,631.5321548376774
114,4492.077716667868
115,2575.5769083474092
116,17391.024927548486
117,1513.3932864684823
118,1061.2011548561018
119,831.9812800666257
120,497.11452774014697
121,13415.162409721192
122,502.6222054595063
123,3409.2157372027173
124,12748.716614641276
125,907.5995706647194
126,1252.440985489514
127,2345.8736078545558
128,2664.882966439609
129,4277.279286464545
130,1524.9220568377705
131,2012.735820170463
132,728.2943937801714
133,690.4882613931874
134,667.3686958314684
135,2744.261086081863
136,513.7893146875851
137,1924.5158631115264
138,5031.833017644462
139,3083.757545727019
